stop_id,stop_name,stop_lat,stop_lon,stop_desc,zone_id,stop_url,stop_code,location_type,parent_station
1,Granet,44.769703,-0.641292,,33192,,GRA43R,0,GRANE
2,Brignon,44.775474,-0.575073,,33550,,BRI21A,0,BRIGN
5,Verts Coteaux,44.834906,-0.512627,,33167,,VRT06A,0,VERTC
7,Bertin,44.815884,-0.565617,,33063,,BER23R,0,BERTI
8,Chemin Long,44.829073,-0.663634,,33281,,CLO49R,0,CLONG
9,Clos des Bruyères,44.815337,-0.691634,,33281,,BRU75A,0,BRUYE
10,Mairie du Taillan Médoc,44.904876,-0.668992,,33519,,LIB55A,0,LIB55
13,Chateaubriand,44.900524,-0.732244,,33449,,CHA53R,0,CHABRI
14,Ste Christine,44.88028,-0.685284,,33200,,SCR53R,0,SCRIST
16,La Morandière (av. de Magudas),44.858065,-0.678173,,33281,,MOR82R,0,MORAND
17,Gambetta,44.841092,-0.580139,,33063,,GAM04R,0,GAMBT1
18,Franklin,44.79899,-0.587253,,33522,,FRA34A,0,FRANKL
21,Churchill,44.833764,-0.627587,,33281,,CHU12A,0,CHURCH
22,Pacaris,44.796945,-0.579984,,33522,,PAC34R,0,PACARI
26,Monbalon 2,44.803493,-0.666675,,33318,,MON23A,0,MONBA
30,Bobet,44.783007,-0.593231,,33192,,BOB41R,0,BOBET
31,Gare Routière (av. du Gal de Gaulle),44.896636,-0.721865,,33449,,GRO53R,0,GROUTE
32,Château Rouquey,44.828015,-0.669745,,33281,,ROU49R,0,CHROUQ
34,Place des 2 Villes (vers Buttinière),44.864356,-0.519502,,33249,,P2V32R,0,P2VIL
36,Russel,44.828613,-0.518389,,33167,,RUS06R,0,RUSSE
38,Grands Moulins,44.853854,-0.5538,,33063,,MOU03R,0,MOULI
39,Fraternité,44.818485,-0.615255,,33318,,FRA47R,0,FRAT47
41,Les Cares,44.888348,-0.660748,,33162,,CAR55A,0,CARES
44,Les Airelles,44.766464,-0.595324,,33192,,AIR80A,0,AIREL
49,Chemin de Suzon,44.811334,-0.582344,,33522,,CSZ40R,0,CSUZO
50,Clavé,44.79087,-0.656447,,33318,,AHL44R,0,HLEVQU
51,Martouret,44.836653,-0.511508,,33167,,MAR06A,0,MARTO
52,Roux,44.874558,-0.697723,,33449,,ROU53R,0,ROUX
53,Breteil,44.880008,-0.647957,,33162,,BRE52A,0,BRETEI
59,Granet,44.769895,-0.641204,,33192,,GRA43A,0,GRANE
61,Bernède,44.878253,-0.677925,,33200,,BER52R,0,BERNED
64,Durcy,44.79943,-0.544168,,33039,,DUR23R,0,DURCY
65,Perrin,44.780201,-0.651198,,33318,,PER44R,0,PERRIN
66,Piscine Galin,44.846575,-0.54214,,33063,,PGA80A,0,PGALIN
68,Nouaux,44.855053,-0.530068,,33119,,NOU08A,0,NOUAU
69,Poincaré,44.861858,-0.592945,,33069,,POI57A,0,POINC
71,Verdot,44.863067,-0.484117,,33013,,VER64A,0,VERDOT
72,Violettes,44.860702,-0.637832,,33162,,VIO52A,0,VIOLET
74,Rigaillou,44.757632,-0.582527,,33550,,RIG21R,0,RIGAI
75,Square Prévert,44.912278,-0.517969,,33032,,SQP90A,0,SQPREV
76,La Jacquotte,44.820839,-0.531856,,33167,,JAC07R,0,JACQU
77,Turenne,44.845265,-0.585447,,33063,,TUR10R,0,TUREN2
78,Orion,44.874125,-0.692574,,33449,,ORI53A,0,ORION
79,Capella,44.872779,-0.687808,,33200,,CAP53A,0,CAPELA
88,Lou Licot,44.757345,-0.736578,,33318,,LIC46A,0,LOULI
89,Capdeville,44.844285,-0.586753,,33063,,CAP10R,0,CAPDE
90,Monrabeau,44.838738,-0.624881,,33063,,MRA50A,0,MONRAB
92,Peyronnet (côté Pl. Meunier),44.828341,-0.561329,,33063,,PEY16A,0,PEYRO
93,La Paillère,44.79555,-0.604665,,33318,,LAP81R,0,LAPAIL
94,Godard,44.85293,-0.588103,,33063,,GOD57R,0,GODARD
95,Racine,44.793488,-0.584042,,33522,,RAC40R,0,RACI40
96,INRA,44.787624,-0.580883,,33550,,INR21R,0,INRA
100,Berthelot,44.864538,-0.579455,,33063,,BERT9R,0,BERTHE
103,Rond-Point,44.80518,-0.616715,,33318,,RDP84A,0,RDPOIN
106,La Grave d'Ambarès,44.929974,-0.474028,,33003,,GRA94R,0,GRAVAM
107,Marronniers,44.824001,-0.480034,,33065,,MAR07A,0,MARRON
108,Combelongue,44.776801,-0.70125,,33122,,COM46R,0,COMB46
109,France-Les Castors,44.793959,-0.669888,,33318,,FRA46R,0,FRANCE
110,Picardie,44.789722,-0.687571,,33318,,PIC46R,0,PICARD
111,Coin,44.763281,-0.556563,,33550,,COI20R,0,COIN
112,Cerema,44.886488,-0.74139,,33449,,CET71A,0,CETE
114,Berlioz,44.824522,-0.628269,,33281,,BER35A,0,BERLIO
115,Lycée Elie Faure,44.87016,-0.517509,,33249,,EFA38R,0,EFAURE
116,Maurian,44.830749,-0.620857,,33063,,MAU12R,0,MAURIA
118,Village 5,44.793016,-0.613565,,33192,,VI543A,0,VILLA5
120,Les Coteaux,44.911159,-0.517176,,33032,,COT90A,0,COTEAU
122,Sadi Carnot,44.863546,-0.590353,,33069,,SCA27R,0,SCARNO
124,Epernay,44.831765,-0.615945,,33063,,EPE12R,0,EPERNA
125,Fauvettes,44.859919,-0.497948,,33013,,FAU63A,0,FAUVE2
126,Pins-Francs,44.866389,-0.623233,,33063,,PFR54R,0,PFRAN
127,Victor Hugo,44.897705,-0.497731,,33096,,VHU93R,0,VHUG93
128,Rue de Bègles,44.82346,-0.566275,,33063,,RBEG9A,0,RBEGLE
130,Maison de Convalescence,44.882291,-0.521476,,33249,,MCO07A,0,MCONVA
135,Avenue Gambetta,44.818588,-0.629203,,33281,,GAM35A,0,AVGTA
137,Campeyraut,44.826445,-0.59691,,33063,,CAM11R,0,CAMPEY
139,André Eustache,44.81206,-0.640544,,33318,,EUS48A,0,EUSTA
140,Delacroix,44.838296,-0.521389,,33167,,DEL32A,0,DELAC
141,Virginia,44.850319,-0.625971,,33063,,VIR16A,0,VIRGI
143,Erables,44.82612,-0.481723,,33065,,ERA07R,0,ERABL
144,Avenue du Coteau (vers Berliquet),44.814308,-0.501654,,33065,,COT07A,0,COTEA
145,Murat,44.847404,-0.626391,,33063,,MUR16R,0,MURAT
146,Mac Carthy,44.838584,-0.621578,,33063,,MCA40A,0,MCARTY
148,Chateaubriand,44.900673,-0.732621,,33449,,CHA53A,0,CHABRI
149,Pasteur,44.845745,-0.598716,,33063,,PAST9R,0,PASTEU
150,Gare d'Orléans,44.841588,-0.562512,,33063,,GAR91R,0,GAREOR
151,Lycée Sud Médoc,44.903403,-0.711953,,33449,,LSM55,0,LSMSM
152,Rond-Point,44.805477,-0.615595,,33318,,RDP84R,0,RDPOIN
154,Rubens,44.852191,-0.513494,,33119,,RUB05R,0,RUBEN
155,Parc Industriel,44.780151,-0.648334,,33318,,IND80A,0,PINDUS
156,Les 4 Ponts,44.901415,-0.617646,,33056,,4PO58R,0,4PONTS
157,Clemenceau,44.864318,-0.620679,,33063,,CLE54R,0,CLEM54
159,Mendès France,44.839827,-0.638683,,33281,,MFR50R,0,MEFRA
162,Rostand,44.840967,-0.642659,,33281,,ROS50A,0,ROSTA
163,Versant,44.832484,-0.514236,,33167,,VER06A,0,VERSA
165,Mahéla,44.822649,-0.60529,,33063,,MAH47A,0,MAHEL
167,Europarc,44.781011,-0.655603,,33318,,EUR44R,0,EUROPA
168,Boulevard Trarieux,44.841614,-0.546223,,33063,,TRA05A,0,TRARI
169,Villa,44.957413,-0.605153,,33312,,VIL58R,0,VILLA
170,Voltaire,44.818512,-0.545777,,33063,,VOL02R,0,VOLTA
174,Route de Canéjan,44.78048,-0.614948,,33192,,RCA43R,0,RCANE
175,La Sablière,44.885724,-0.67579,,33200,,RME52A,0,SABLIE
176,Rue de Macau,44.954244,-0.606726,,33312,,RMA58A,0,RMACAU
177,Côte de Monrepos,44.844877,-0.521308,,33167,,MON05R,0,MONRE
179,Laffargue,44.833229,-0.529102,,33167,,LAF08R,0,LAFA8
180,France-Les Castors,44.794151,-0.670609,,33318,,FRA46A,0,FRANCE
181,Puyo,44.898261,-0.746449,,33449,,PUY53R,0,PUYO
182,Mahéla,44.822664,-0.60481,,33063,,MAH47R,0,MAHEL
184,Les Chênes,44.778535,-0.697353,,33318,,CHE46A,0,CHENE2
185,Tillet,44.821568,-0.572411,,33063,,TIL20R,0,TILLE
186,Hortense,44.849265,-0.561985,,33063,,HOR03A,0,HORTE
187,E. Vaillant,44.818019,-0.603828,,33318,,EVA83A,0,EVA83
189,Victor Hugo,44.85063,-0.533135,,33119,,VHU8R,0,VHUG08
190,Rue du Stand,44.819721,-0.612156,,33318,,STA47R,0,RSTAN
191,Pont de Bouliac,44.821067,-0.513345,,33065,,PBO07A,0,PBOULI
194,Seguineau,44.835017,-0.609897,,33063,,SEG13A,0,SEGUI
198,Montesquieu,44.9082,-0.638947,,33056,,MQU56A,0,MQUIEU
199,Livran,44.829744,-0.589927,,33063,,LIV48A,0,LIVRAN
201,Pont St Jean,44.834477,-0.55156,,33063,,PSJ08R,0,PSJEAN
202,Blanc,44.880824,-0.640417,,33162,,BLA52A,0,BLANC
204,Rue des Ecus,44.870011,-0.597789,,33069,,ECU57R,0,ECUS
206,Germignan,44.907532,-0.696816,,33519,,GER37A,0,GERMI
207,Le Béquet,44.801759,-0.575189,,33550,,VOI21R,0,VOISI
208,Leybardie,44.861257,-0.562683,,33063,,LEY09A,0,LEYBAR
209,Berthelot,44.864953,-0.578037,,33063,,BERT9A,0,BERTHE
211,Turenne,44.879883,-0.679325,,33200,,TUR52A,0,TUREN
212,Lajaunie,44.856743,-0.548294,,33063,,LAJ03R,0,LAJAU
213,Les Escarrets,44.900741,-0.722024,,33449,,ESC82A,0,ESCAR
214,Verdun,44.860548,-0.612186,,33069,,VER54R,0,VERDUN
218,Lestonnat,44.85241,-0.619644,,33063,,LES51A,0,LESTO
219,Hôpital Haut Lévêque,44.787128,-0.654875,,33318,,HLE24A,0,HLEVQ
221,Gabriel Delaunay,44.845327,-0.593001,,33063,,DEL51R,0,DELAU
222,Lucassot,44.824958,-0.683654,,33281,,LUC49R,0,LUCASS
225,Soors,44.772025,-0.564353,,33550,,SOO20A,0,SOORS
226,Grand Veneur,44.869899,-0.497823,,33013,,GVE67A,0,GVENEU
227,Farvarque,44.804044,-0.571967,,33550,,FAV20A,0,FAVAR
228,Les Plateaux,44.840751,-0.507888,,33167,,PLA06A,0,PLATEA
230,Jean Jaurès,44.863013,-0.599862,,33069,,JJA56R,0,JJAU56
231,Bagatelle,44.808542,-0.573912,,33522,,BAG20A,0,BAGAT
235,Dumont,44.883786,-0.647924,,33162,,DUM52R,0,DUMON
236,Parc de Majolan,44.899399,-0.639898,,33056,,PMA56A,0,PMAJOL
238,Pagneau,44.814136,-0.700076,,33281,,PGN75R,0,PAGNE
239,Collège Lapierre,44.874026,-0.524354,,33249,,LAP38R,0,CLAP29
240,Durcy,44.799494,-0.544134,,33039,,DUR23A,0,DURCY
242,Domion,44.855861,-0.626,,33063,,DOM51A,0,DOMIO
243,Turenne,44.879992,-0.679585,,33200,,TUR52R,0,TUREN
244,Quai Numa Sensine,44.875157,-0.53582,,33249,,SEN03A,0,NUMA
245,Route de Pessac,44.772267,-0.621619,,33192,,RPE43A,0,RDPESS
246,Domion,44.855777,-0.626096,,33063,,DOM51R,0,DOMIO
247,Lacone,45.000691,-0.500011,,33004,,LAC92A,0,LACONE
249,Brémontier,44.816201,-0.634101,,33281,,BRE48A,0,BREMON
250,Gelès,44.889676,-0.74282,,33449,,GEL71A,0,GELES
252,Clavé,44.790797,-0.65648,,33318,,AHL44A,0,HLEVQU
254,Lespiault,44.82659,-0.591309,,33063,,LESP9R,0,LESPIA
258,Montaigne,44.817838,-0.632573,,33281,,MON35R,0,MTAIGN
259,Jacquet,44.82425,-0.610636,,33063,,JAC48R,0,JACQET
260,Martouret,44.836492,-0.511764,,33167,,MAR06R,0,MARTO
261,Ateliers Municipaux,44.880889,-0.531846,,33249,,ATE03R,0,ATELI
262,Docteur Rocaz,44.823164,-0.610782,,33063,,ROC48A,0,ROCAZ
266,Brignon,44.775439,-0.575033,,33550,,BRI21R,0,BRIGN
267,Mirail,44.861405,-0.490831,,33013,,MIR64R,0,MIRAIL
268,Cornier,44.843202,-0.51302,,33167,,COR06A,0,CORNI
271,Rigal,44.868332,-0.580597,,33069,,RIG76A,0,RIGAL
273,La Landotte,44.912599,-0.677755,,33519,,LAN55A,0,LANDOT
274,Petit Peyronnet,44.931114,-0.546049,,33434,,PTP91R,0,PTPEYR
276,Béraldi,44.831824,-0.519996,,33167,,BER06R,0,BERAL
279,Manège,44.83912,-0.587626,,33063,,MAN13R,0,MANEG
281,Fauré,44.8166,-0.61859,,33318,,FAU47R,0,FAUR47
283,Tartifume,44.791584,-0.709287,,33318,,TAR47A,0,TARTIF
284,Pérès,44.85982,-0.608527,,33063,,PER54R,0,PERES
285,Les Iris,44.758827,-0.58292,,33550,,CAR21A,0,CARN21
286,Docteur Bert,44.856289,-0.628904,,33063,,BER51R,0,BERT
288,Vergne,44.89562,-0.562178,,33063,,VER31R,0,VERGN
290,Durandeau,44.957873,-0.512835,,33003,,DRD93A,0,DURDEA
291,Cazanove,44.821033,-0.693806,,33281,,CAZ49R,0,CAZANO
292,Etangs,44.831708,-0.537251,,33167,,ETA06R,0,ETANG
293,Radio,44.78529,-0.68261,,33318,,RAD46R,0,RADIO
294,Thouars,44.792365,-0.59145,,33522,,THS41R,0,THOUAS
296,Pagneau,44.814128,-0.700317,,33281,,PGN75A,0,PAGNE
297,Lewis-Brown,44.863246,-0.561061,,33063,,LBRO9R,0,LBROW
299,Place Mondésir,44.838547,-0.616926,,33063,,MON50A,0,MONDES
300,Hôpital Pellegrin (Grand Maurian),44.83102,-0.605068,,33063,,GMA12A,0,GMAURI
303,Rue de la Paix,44.850897,-0.52275,,33119,,RPA62A,0,RPAIX2
304,Place Ravezies,44.867301,-0.575664,,33063,,RAVE37,0,RAVESI
305,Delacroix,45.00991,-0.530814,,33004,,DEL91A,0,DELACR
309,Mozart,44.812219,-0.61613,,33318,,MOZ45A,0,MOZ45
310,Berthelot,44.8562,-0.571092,,33063,,BER01A,0,BERT01
312,La Morandière (av. de Magudas),44.858188,-0.678536,,33200,,MOR82A,0,MORAND
315,Place de l'Eglise,44.948593,-0.605601,,33312,,EGL58A,0,EGLI58
316,François de Sourdis,44.829233,-0.58707,,33063,,FSO47R,0,FSOURD
317,Collège L. Lenoir,44.84055,-0.552426,,33063,,LEN05A,0,LENOI
318,Billaudel (rue Malbec),44.824872,-0.563566,,33063,,BILL9A,0,BILLA
319,Capucins,44.829726,-0.567598,,33063,,CAP16A,0,CAPUC
320,Serpent,44.791487,-0.633325,,33318,,SER44A,0,SERPE
321,Roux,44.874703,-0.698506,,33449,,ROU53A,0,ROUX
322,Privat,44.824528,-0.59932,,33063,,PRI47A,0,PRIVA
323,Sévène,44.805197,-0.58037,,33522,,SEV40A,0,SEVENE
325,Le Haillan Rostand (av. de Magudas),44.858476,-0.669013,,33200,,EC982A,0,ECHA9
326,AFPA Pessac,44.790107,-0.649803,,33318,,AFP84R,0,AFPA
327,Les Jalles,44.894979,-0.638901,,33162,,JAL56R,0,JALLES
328,Mermoz,44.865245,-0.665476,,33200,,MER53R,0,MERM03
330,Tournesol,44.819451,-0.697463,,33281,,TES49R,0,TESOL
331,Le B.E.C,44.793145,-0.617345,,33318,,BEC43A,0,LEBEC
332,Berlioz,44.838064,-0.509924,,33167,,BOZ06R,0,BERLI
333,Cité SNCF,44.819528,-0.543853,,33063,,SNC02R,0,CSNCF
334,Les Ecus,44.869632,-0.605572,,33069,,LES56A,0,LESECU
337,Chanzy,44.865799,-0.59065,,33069,,BLA27R,0,BLANQU
339,Z.I de Cestas,44.762289,-0.728152,,33122,,ZIC46R,0,ZICEST
341,Stade Municipal,44.916404,-0.683447,,33519,,STA55R,0,STAD55
342,Verdun,44.860588,-0.612062,,33063,,VER54A,0,VERDUN
344,Pradas,44.826771,-0.658278,,33281,,PRA75R,0,PRADA
345,Ste Christine,44.880668,-0.685563,,33200,,SCR53A,0,SCRIST
346,Météo France,44.831684,-0.693886,,33281,,MET73R,0,METEO
347,Vialle,44.81732,-0.507311,,33065,,VIA07A,0,VIALL
348,Rue Jean Jaurès,44.875088,-0.630348,,33162,,RJJ52R,0,RJJAUR
349,Truffaut,44.856205,-0.648248,,33281,,TRU51A,0,TRUFF
350,Courbet,44.856656,-0.596894,,33069,,COU56A,0,COURBE
353,Le Poujeau,44.808872,-0.62893,,33318,,POU47R,0,LEPOUJ
354,Chevalier,44.84215,-0.593685,,33063,,CHE16R,0,CHEVA
355,Terre Rouge,44.913846,-0.686627,,33519,,TRO55R,0,TROUGE
356,Mignonne,44.775324,-0.59584,,33192,,MIG41A,0,MIGNO
358,Lamartine,44.904048,-0.513192,,33032,,LAM90A,0,LAMA90
360,Lajarte,44.825051,-0.570049,,33063,,LAJ22A,0,LAJAR
361,Franklin,44.798912,-0.58659,,33522,,FRA34R,0,FRANKL
363,Chardons Bleus,44.835622,-0.63964,,33281,,CBL72R,0,CBLEUS
364,Périnot,44.851178,-0.630588,,33063,,PER16R,0,PERIN
367,Fragonard,44.857137,-0.633026,,33063,,FRA51R,0,FRAGO
368,Plein Ciel,44.849843,-0.644097,,33281,,PCI36A,0,PCIEL
369,Léon Blum,44.86819,-0.603616,,33069,,LEB56R,0,LEBLUM
370,Pont de la Maye Poste (vers Rocade),44.782611,-0.566151,,33550,,MAY20A,0,PMAYE
371,Peixotto,44.806531,-0.591786,,33522,,PXO21R,0,PXOTTO
372,Tilleuls,44.863385,-0.657636,,33162,,TIL52R,0,TILLEU
373,Lou Licot,44.757503,-0.736158,,33122,,LIC46R,0,LOULI
374,Brossolette,44.834303,-0.622125,,33281,,LAG12A,0,LAGLA
375,Bleuets,44.856711,-0.637231,,33063,,BLE51A,0,BLEUE
376,Ruet,44.870454,-0.675018,,33200,,RUE52R,0,RUET
378,Les Aubiers,44.873991,-0.575584,,33063,,BOU31A,0,BOUTA
379,Vergne,44.822994,-0.481694,,33065,,VER07A,0,VERGNE
380,Abel Gance,44.878618,-0.500268,,33249,,TAB66R,0,TABERN
381,Goujon,44.871242,-0.707962,,33449,,GOU82R,0,GOUJO
382,Général Leclerc,44.854718,-0.599393,,33069,,LEC54A,0,GLECLE
385,Léon Blum,44.868342,-0.603664,,33069,,LEB56A,0,LEBLUM
386,Vieille Cure,44.853652,-0.527079,,33119,,VCU8R,0,VCURE
387,Quai de Brazza,44.855785,-0.550045,,33063,,BRA03R,0,BRAZZ
389,Picard,44.804591,-0.573458,,33550,,PIC43A,0,PICA43
390,Primevères,44.766079,-0.638034,,33192,,LUC43A,0,PLUC
391,Costedoat,44.830739,-0.578123,,33063,,COS45R,0,COSTED
392,Rue Richelieu,44.845968,-0.61819,,33063,,RIC16A,0,RICHE
394,Donnet,44.822133,-0.562962,,33063,,DON09R,0,DONNET
396,Avenue du Coteau (vers Pl. Vettiner),44.814058,-0.5016,,33065,,COT07R,0,COTEA
398,Jude,44.86638,-0.637541,,33162,,JUD54R,0,JUDE
399,Simone de Beauvoir,44.865476,-0.635163,,33162,,SBE54A,0,SBEAUV
400,Hôpital Pellegrin (Grand Maurian),44.830794,-0.604243,,33063,,GMA12R,0,GMAURI
401,Chevreuils,44.873865,-0.492671,,33013,,CHE67A,0,CHEVRE
402,St Paulin,44.805319,-0.558933,,33039,,PAU22R,0,SPAUL
403,Jules Ferry,44.84443,-0.531402,,33119,,FER08A,0,FERRY
404,Lalanne,44.768881,-0.563749,,33550,,LAL20R,0,LALAN
406,Pasteur,44.901212,-0.512824,,33032,,PAS90A,0,PAST90
407,Côte de Caumont,44.843966,-0.524747,,33167,,CAUM5A,0,CAUMO
408,Lafontaine,44.827113,-0.567571,,33063,,LAF23R,0,LAFONT
410,Edison,44.776508,-0.653324,,33318,,EDI44A,0,EDISO
411,Berlincan,44.882591,-0.688453,,33449,,BER53A,0,BERLIN
412,Kergomard,44.823556,-0.572537,,33063,,KER20R,0,KERGO
415,Malbec,44.823939,-0.565938,,33063,,MAL23R,0,MALBE
416,Cantinolle,44.890026,-0.665067,,33162,,CAN55A,0,CANTIN
417,Clemenceau,44.875851,-0.676994,,33200,,CLE52A,0,CLEM52
418,Les Ecus,44.869535,-0.605515,,33069,,LES56R,0,LESECU
419,Edison,44.776287,-0.653727,,33318,,EDI44R,0,EDISO
420,Malbec,44.827929,-0.560974,,33063,,MALB09,0,MALBEC
421,Brun,44.817291,-0.572303,,33063,,BRU22A,0,BRUN
422,Mendès France,44.843288,-0.511176,,33167,,MFR06A,0,MFRAN
423,Esplanade F. Mitterrand,44.874179,-0.515542,,33249,,EFM32R,0,EFMITT
424,Anatole France,44.846141,-0.53569,,33119,,AFR05A,0,AFRAN
425,Curie,44.806803,-0.629632,,33318,,CUR24R,0,CURIE
427,Satie,44.842243,-0.509438,,33167,,SAT06A,0,SATIE
428,Strasbourg,44.828548,-0.583734,,33063,,STR45A,0,STRAS
430,Le Marquis,45.000467,-0.553961,,33004,,MAR91R,0,MARQUI
431,Tarrey,44.950904,-0.490898,,33003,,TAR93R,0,TARREY
433,Frères Robinson,44.849794,-0.656523,,33281,,PCA72R,0,PCAPEY
436,Sévène,44.805017,-0.580372,,33522,,SEV40R,0,SEVENE
440,Chanzy,44.865655,-0.590628,,33069,,BLA27A,0,BLANQU
444,Satie,44.841635,-0.509008,,33167,,SAT06R,0,SATIE
445,Bouthier,44.851965,-0.557342,,33063,,BOU03R,0,BOUTH
446,Montaigne - Montesquieu,44.796425,-0.614038,,33318,,MMQ10A,0,MMQUIE
449,Brion,44.876589,-0.603091,,33075,,BRI57A,0,BRION
450,Rives d'Arcins,44.794791,-0.535053,,33039,,CCO02A,0,CCO02
451,CREPS,44.798949,-0.598529,,33522,,CRE42R,0,CREPS
452,Eiffel,44.786217,-0.639287,,33318,,EIF44A,0,EIFFE
455,Navarre,44.829578,-0.58171,,33063,,NAV45A,0,NAVAR
456,Nansouty,44.820245,-0.572086,,33063,,NANSTY,0,NANSOU
457,Lestonnat,44.852358,-0.619033,,33063,,LES51R,0,LESTO
458,Le Chiquet,44.803891,-0.620291,,33318,,CHI84A,0,CHIQUE
459,Martinique,44.854418,-0.572423,,33063,,MAR24A,0,MARTIN
460,Plaisance,44.816436,-0.68678,,33281,,PLA75A,0,PLAIS2
461,Cenon Marègue,44.848343,-0.507501,,33119,,MAR05A,0,MAREG
462,Eglise du Haillan,44.873519,-0.678261,,33200,,EGH53A,0,EGHAIL
463,Campana,44.81856,-0.625364,,33281,,CAM48A,0,CAMPN
464,Quatre Castéra,44.806,-0.539379,,33039,,QCA02R,0,4CASTE
465,Mairie d'Artigues,44.859733,-0.4924,,33013,,MAR64A,0,MARTIG
467,Cassin,44.833349,-0.696099,,33281,,CAS73A,0,CASS
468,Cotor Laburthe,44.781841,-0.624046,,33192,,RPE42R,0,RPESS
469,Cruchet,44.893522,-0.552827,,33063,,CRU31R,0,CRUCH
470,La Blanche,44.945185,-0.511075,,33003,,LAB93A,0,LABLAN
471,Taffanel,44.811371,-0.573927,,33063,,TAF20A,0,TAFFA
472,Maréchal Foch,44.769411,-0.544148,,33550,,MFO20A,0,MFOCH
473,Techeney,44.87374,-0.486605,,33013,,TEC67A,0,TECHEN
474,Z.I de Cestas,44.762615,-0.727819,,33318,,ZIC46A,0,ZICEST
475,Ecole de Management,44.796562,-0.602642,,33522,,EMA42A,0,MANAG
476,Rue du Stand,44.819485,-0.612774,,33318,,STA47A,0,RSTAN
477,La Fontaine,44.826953,-0.678681,,33281,,FON49A,0,FONT49
480,Sembat,44.815629,-0.609411,,33318,,SEM45A,0,SEBAT
481,Prof. Bernard,44.771183,-0.615097,,33192,,PBE42R,0,PBERN
483,Acacias,44.885297,-0.529284,,33249,,ACA03R,0,ACACI
487,Palombes,44.864284,-0.532829,,33249,,PALO62,0,PALOMB
488,Prof. Bernard,44.770848,-0.615417,,33192,,PBE42A,0,PBERN
490,Boncour,44.813031,-0.664955,,33318,,BON80R,0,BONCO
494,Jean Prat,44.932457,-0.503452,,33003,,PRA92A,0,JPRAT
495,Montherlant,44.794766,-0.580744,,33550,,MON21R,0,MONTH
500,Courbet,44.855632,-0.596233,,33069,,COU56R,0,COURBE
502,Hameau de la Reine,44.781695,-0.62024,,33192,,REI42A,0,REINE
503,Parc Sourreil,44.792132,-0.581943,,33550,,SOU21R,0,PSOURR
504,Cèdres,44.830037,-0.516401,,33167,,CED06A,0,CEDRE
505,Tivoli,44.856172,-0.59068,,33063,,TIV57R,0,RTIVOL
507,Le Vigean,44.881747,-0.630399,,33162,,VIG56R,0,VIGEAN
508,Métairie,44.896828,-0.740012,,33449,,MET71R,0,METAIE
510,Petit Peyronnet,44.931603,-0.545978,,33434,,PTP91A,0,PTPEYR
513,La Paix,44.83895,-0.536225,,33167,,PAI06A,0,PAIX
514,Carnot,44.796028,-0.672732,,33318,,CAR46R,0,CART46
515,Rue du Réduit,44.883447,-0.59756,,33075,,RED36R,0,REDUI
516,Tourville,44.872898,-0.559404,,33063,,TOUR9R,0,TOURVI
520,Cimetière Nord (av. Périé),44.875772,-0.59021,,33075,,CNO27A,0,CNORD
522,Collège Gérard Philipe,44.799501,-0.623894,,33318,,GEP36A,0,GEPHIL
524,Beauséjour,44.799731,-0.684988,,33318,,BEA46A,0,BEAUSE
525,Verts Coteaux,44.834389,-0.513013,,33167,,VRT06R,0,VERTC
526,Racine,44.792859,-0.584824,,33522,,RAC40A,0,RACI40
529,Gasquet,44.886003,-0.678788,,33200,,GAS52A,0,GASQU
531,St Romain,44.849247,-0.527866,,33119,,SRO27R,0,SROMAI
532,Labatut,44.835273,-0.632701,,33281,,LBA49R,0,LBATU
533,Procession,44.815024,-0.694525,,33281,,PRO75R,0,PROCE
534,Peyronnet (côté Poste),44.827974,-0.560154,,33063,,PEY02A,0,PEYRO
535,Paulin de Nole,44.954842,-0.498353,,33003,,PNO93A,0,PNOLE
537,Mondenard,44.846416,-0.588016,,33063,,MON10A,0,MONDE
538,Barthès,44.76894,-0.602326,,33192,,BAR80R,0,BARTHS
539,Fougnet,44.772579,-0.712411,,33318,,FOU46A,0,FOUGN
541,Frères Lumière,44.796474,-0.53259,,33039,,LUM02R,0,FLUMI
542,Noutary,44.815994,-0.542212,,33039,,NOU02A,0,NOUTA
545,Puyo,44.89834,-0.746492,,33449,,PUY53A,0,PUYO
546,Antoune,44.862933,-0.654122,,33162,,ANT52A,0,ANTOUN
547,Cours d'Ornano,44.832736,-0.613538,,33281,,COR12A,0,CORNAN
548,Parc de l'Etoile,44.822847,-0.497817,,33065,,PAE07R,0,PETOIL
549,Tivoli,44.85615,-0.591629,,33063,,TIVO9A,0,TIVOLI
550,Lauba,44.895702,-0.731149,,33449,,LAU71A,0,LAUBA
551,Arsonval,44.779681,-0.658491,,33318,,ARS44A,0,ARSON
553,Jean Cocteau,44.875947,-0.50237,,33249,,COC66R,0,COCT66
554,Victor Hugo,44.895859,-0.735078,,33449,,VHU71A,0,VHUG71
555,Lange,44.78179,-0.607933,,33192,,LAN42A,0,LANGE2
556,Madran,44.804972,-0.657365,,33318,,MAD84R,0,MADRAN
557,Rébédech,44.832931,-0.523168,,33167,,REB06R,0,REBED
560,Côte de Caumont,44.844177,-0.525749,,33167,,CAUM5R,0,CAUMO
561,Racine,44.861733,-0.615392,,33063,,RAC54R,0,RACIN
562,CREPS,44.799016,-0.598698,,33522,,CRE42A,0,CREPS
563,La Gravière,44.883907,-0.676483,,33200,,GRA52A,0,LAGRAV
